StationID,StationName,StateName
4453,Daramali,GJ
4454,Darba,CT
4455,Darbhanga,BR
4456,Darra,BR
4457,Darshadi,GJ
7978,Darsi,AP
7287,Darur,KA
4458,Darwah,MH
10244,Daryapur,MH
4459,Dasada,GJ
7288,Dasanakoppa,KA
3852,Dasoa,HP
7009,Daspa,DL
4460,Datala,MH
8915,Datardi,GJ
4461,Datia,MP
4462,Datrana,GJ
10173,Dattadham Yatra,MH
8438,Daulatabad,MH
545,Dausa,RJ
4463,Davalgaon Raja,MH
897,Davanagere,KA
3532,Davanagere Byepass,KA
9485,Dawa,RJ
290,Dawaleswaram,AP
1499,Dayapar,GJ
1168,De Sai Camp,
4465,Debari,RJ
4467,Dechu,RJ
9604,Dedan,GJ
4468,Dediya,RJ
4505,Deedwana,RJ
1501,Deepnagar,PB
1502,Deesa,GJ
2653,Degana,RJ
10245,Degloor,MH
2655,Dehra,HP
396,Dehradun,UP
4471,Dehrda Chourha,UT
8447,Dehu,MH
344,Delhi,DL
2294,Delhi (Ajmeri Gate),DL
2295,Delhi (Sarai Kale Khan),DL
2656,Delhi 1 day Tour,DL
1503,Delhi Airport,DL
4472,Delhi Domestic Airport,DL
9127,Delwara,RJ
8916,Dem (Palitana),GJ
4473,Denge Chowk,MH
10246,Deogad,MH
4474,Deogarh,OR
4475,Deoli,RJ
4476,Deori,MP
8415,Deorukh,MH
3481,Deralakatte,KA
9698,Derdi Kumbhaji,GJ
1505,Desalpar,GJ
5814,Desalpar(Nakhatrana),GJ
2314,Desapeta,KL
4477,Deshgaon,MP
4478,Deshnokh,RJ
1506,Desuri,RJ
9382,Deulgaon Mahi,MH
2658,Deulgaon Raja,MH
7289,Devadarshini,KA
9512,Devadhanapatti,TN
1507,Devadurga,KA
1508,Devakottai,TN
4479,Devalgaon Mai,MH
8917,Devaliya,GJ
4480,Devalkunda,MH
7290,Devanahalli,KA
10057,Devangi,KA
9233,Devapur(Telangana),TG
3609,Devar Hippargi,KA
482,Devarapalli,AP
482,Devarapally,AP
4481,Devariya,UP
4482,Devarkulam,TN
4020,Devdurga,KA
2661,Devgad,MH
2662,Devgalraja,KA
3930,Devipattinam,TN
4483,Devkigalol,RJ
2663,Devla,MH
4484,Devli,RJ
8918,Devpar (Yaksh),GJ
8919,Devrajiya,GJ
4485,Devri,RJ
1511,Dewas,MP
9388,Dhalegaon,MH
9419,Dhalyara,HP
4486,Dhamdha,CT
8920,Dhamel,GJ
713,Dhamnod,MP
1318,Dhampur,UP
4487,Dhamtari,CT
4488,Dhanaj,MH
170,Dhanbad,JH
2664,Dhandhuka,GJ
4489,Dhanera,GJ
9587,Dhangadhi(Nepal),NP
9128,Dhangla,GJ
9129,Dhanora,MH
6131,Dhansura,GJ
1512,Dhar,MP
9859,Dharai,GJ
4491,Dharampur (gj),GJ
10167,Dharampur(Mandi HP),HP
1514,Dharamshala,HP
2666,Dharangaon,MH
1515,Dharapuram,TN
8121,Dharapuram Bypass,TN
2667,Dhari,GJ
9798,Dharmagarh(Odisha),OR
2669,Dharmajchowkdi,GJ
1067,Dharmapuri (Tamil Nadu),TN
9581,Dharmapuri (Telengana),TG
1516,Dharmastala,KA
835,Dharmavaram(Anantapuram),AP
10033,Dharmavaram(W.Godavari),AP
250,Dharni (MH),MH
4493,Dharni (mp),MP
1518,Dharwa,KA
894,Dharwad,KA
4494,Dharwad Byepass,KA
2673,Dhasa,GJ
6053,Dhaulpur,UP
9870,Dhebar,GJ
8506,Dhemaji,AS
3572,Dhenkanal,OR
2379,DhindiVanam,TN
4495,Dhinoj,GJ
4496,Dhokadava,GJ
4497,Dhola,GJ
2674,Dholera,GJ
4498,Dholpur,RJ
8741,Dhone,AP
9371,Dhone Bye Pass,AP
1521,Dhoraji,GJ
9130,Dhoraji By Pass,GJ
2676,Dhorimanna,RJ
4499,Dhrangdhara,GJ
1522,Dhrol,GJ
4501,Dhudhi,PB
9308,Dhudianwali,HR
841,Dhule,MH
841,Dhulia,MH
4504,Dhuma,MP
8336,Dibrugarh,AS
10072,Dichpally,TG
4505,Didvana,RJ
10280,Digamarru,AP
9799,Digapahandi,OR
8342,Digboi,AS
229,Digha,WB
8466,Diglur,MH
805,Digras,MH
8515,Dimapur,NL
7292,Dimbam,KA
1523,Dindigul,TN
2679,Dindugal Byepass,TG
4509,Dipnagar,BR
2680,Disa,GJ
4511,Disha Chokdi,
1524,Diu,GJ
4072,Divancheruvu Rjy,AP
8375,Diveagar,MH
1071,Dobcherla,AP
9090,Dodamarg - Goa,GA
7294,Doddaballapura,KA
9589,Doddipatla,AP
9692,Dodiyara,GJ
4512,Dokhdava,GJ
8921,Dolasa,GJ
1525,Dolatper,DL
2683,Dolatpura,GJ
685,Dombivali,MH
2308,Dommeru,AP
4515,Dondaecha,MH
10279,Dondapudi,AP
1527,Dongaon,MH
7295,Donimalai,KA
8511,Doomdooma,AS
4516,Doopadakatte,KA
7296,Doranhalli,KA
4517,Dorimanna,RJ
7297,Dornal,AP
4518,Dornapal,CT
4519,Dosa,RJ
4520,Dosuiya,PB
2310,Dowlaiswaram,AP
314,Draksharamam,AP
10284,Dronadula,AP
4521,Dubacherla,AP
9497,Duddukuru (Prakasham District),AP
741,Duddukuru (West Godavari),AP
1528,Dudhai,MH
8922,Dudhala,GJ
4522,Dudhi (mp),MP
1529,Dudu,RJ
3847,Duggirala,AP
8510,Duliajan,AS
10046,Dummugudem,TG
2688,Dungar,RJ
2689,Dungargarh,RJ
4524,Dungarpur,RJ
4525,Dungla,RJ
1531,Durg MP,MP
165,Durgapur,WB
10058,Durgi(Macherla),AP
4527,Dusarbid,MH
9343,Duttalur,AP
296,Duvva,AP
7135,Duvvuru,UP
149,Dwarapudi,AP
1532,Dwarka,GJ
4528,Dwarka (darshan),MH
2691,Dwarkathirumala,AP
1267,East Vipparru,AP
3285,Echal Karanji,MH
7298,Echur,TN
4529,Edalabad,MH
4530,Edamon,KL
1006,Edamuttam,KL
980,Edapal,KL
1002,Edapalroad(Koottanad),KL
1007,Edappally ,KL
1534,Edarikode,KL
9131,EdlaBad Phata,MH
4533,Edrikode (kottakal),KL
2211,Edur,KA
66,Edurlanka,AP
2385,Edurlanka(Bridge),AP
976,Eengapuzha,KL
4073,Eepurapalem,AP
7300,Ekkadbazar,DL
4537,Eklera,GJ
1535,Elayankudi,TN
470,Eleswaram,AP
1264,Eletipadu,AP
2696,Ellapur,TN
4538,Elora,MH
9605,Elurpatti,TN
99,Eluru,AP
412,Eluru (By-Pass),AP
231,Elurupadu,AP
9966,Emmiganur (AP),AP
9937,Emmiganur (Karnataka),KA
8923,Engaon,MH
9537,Engapuzha,KL
3999,Enkepadu,AP
9939,Enkoor,TG
4075,Enuamudi,AP
9351,Epuru Guntur Dist.,AP
538,Epurupalem,AP
4540,Eral,TN
4541,Eramalloor,KL
780,Erandol,MH
1536,Erattupetta,KL
2698,Erikode,TN
4542,Ermal,
530,Ernakulam,KL
3290,Ernakullam Byepass,KL
867,Erode,TN
1537,Erode Bypass,TN
501,Erravaram,AP
7301,Erumalai,KL
4549,Erumapatti,TN
966,Erumely,KL
7302,Erur,KA
9513,Eruvadi,TN
1538,Ervadi,TN
8846,Ervadi-Nellai,TN
7303,Eslapuram [puttur Ap],AP
4550,Essar(Maharashtra),MH
2342,Etah,UP
10247,Etapalli,MH
326,Etawah,UP
8533,Ethakota,AP
1539,Ettayapuram,TN
4552,Ettayapuram Bypass,TN
2700,Ettimadai,TN
982,Ettumanoor,KL
10214,Examba,KA
10040,F K alem,AP
9132,Fachariya,GJ
9665,Fagana,MH
366,Faizabad,UP
2701,Faizpur,MH
9751,Falla,GJ
4554,Falna,RJ
5966,Falodi,RJ
4556,Farasgaon,CT
377,Faridabad,HR
1540,Faridkot,PB
451,Farukhabad,UP
6239,Fatehabad,HR
4557,Fatehgadh,PB
1541,Fatehnagar,DL
517,Fatehpur,UP
2702,Fathenagar,TG
9133,Fatsar,GJ
1542,Fazilka,PB
4558,Fedra,GJ
9392,Fekari,MH
4559,Ferozpur,PB
328,Firozabad,UP
9922,Foolpur,UP
4561,Forbesganj,BR
8924,Fulsar,GJ
10032,G Medapadu (E Godavari),AP
7305,Gaanagapur,MH
4562,Gabbur,KA
1543,Gadag,KA
4563,Gadchiroli,MH
3554,Gaddankeri Cross,KA
2703,Gadhada,GJ
3382,Gadhag,KA
1322,Gadhinglaj,MH
4564,Gadhshisha,GJ
10055,Gadikal(kuppahalli),KA
10129,Gadiras,CT
1544,Gadu,GJ
4565,Gaduli,GJ
9681,Gadutar,MH
9425,Gagal,HP
7306,Gaganachukki,KA
8437,Gaganbavada,MH
9364,Gairatganj,MP
8752,Gajapathinagaram,AP
3577,Gajendragadh,KA
151,Gajuwaka,AP
8925,Gal Kotdi,GJ
9651,Galagali,KA
6764,Galiakot,RJ
9134,Galthar,GJ
9858,Gama Pipaliya,GJ
269,Ganapavaram,AP
4567,Gandai,CT
7308,Gandasi,KA
4076,Gandepalli,AP
6504,Gandhav,RJ
1545,Gandhidham,GJ
1546,Gandhinagar,GJ
7834,Gandi,TG
8926,Gangada(AP),AP
1547,Gangakhed,MH
9571,Gangana Palem,AP
1548,Ganganagar,RJ
776,Gangapur(MH),MH
1060,Gangawati,KA
1549,Gangolli,KA
4568,Gangtok,SK
132,Gannavaram,AP
4569,Ganpati Pule,MH
4569,Ganpatipule,MH
8491,Ganpatipule Tour - 2 Days 1 Night,MH
8490,Ganpatipule Tour -daily,MH
4570,Ganpt-pkg,MH
9706,Ganti,AP
1273,Garagaparru,AP
9855,Garani,KA
8417,Gargoti,MH
9360,Garhakota,MP
10101,Garhmukteshwar,UP
8871,Garividi,AP
4571,Gariyadhar,GJ
9514,Garladinne,AP
4572,Garoth,MP
10051,Garthikere,KA
8629,Gati,UP
9639,Gavan,MH
2245,Gaya,BR
450,Gazipur,UP
346,Gaziyabad,UP
4574,Geedam,CT
1551,Gerusoppa,KA
4575,Gevarai,MH
1552,Ghaduli,GJ
4576,Ghaghdi,JH
4577,Ghandhar,GJ
7309,Ghangapur Town,MH
8927,Ghankheda,MH
10153,Ghanpur,TG
10154,Ghanpur Bypass,TG
8928,Ghantvad,GJ
8929,Gharaunda,HR
4578,Ghat Bilod,MP
10249,Ghatanji,MH
7310,Ghataprabha,KA
10144,Ghatkeser,TG
10145,Ghatkeser Bypass,TG
5816,Ghatkoper,MH
4579,Ghatol,RJ
346,Ghaziabad,UP
4580,Ghduli,WB
4581,Ghodadongri,MP
4582,Ghodagaon,MH
9857,Ghughrala,GJ
4583,Ghughus,MH
9450,Ghumarwin,HP
1299,Giddalur,AP
4584,Giddarwaha,PB
9673,Gingani,GJ
7311,Gingee,TN
4585,Gingla,RJ
4586,Girgathda,
7312,Giridarshini,KA
10174,Giridih,JH
102,Goa,GA
1554,Gobi,TN
4587,Gobichettipalayam,TN
8573,Godavarikhani,TG
2708,Godbandar,MH
7313,Godchimmalki,KA
4588,Godegaon,MH
4589,Godegaon (fata),MH
9135,Godhavadar,GJ
5817,Godhra,GJ
5817,Godhra (Ambe Dham),GJ
4590,Godhra By Pass,GJ
4591,Goga Medi,RJ
8507,Gogamukh,AS
4592,Gogava,
8509,Gohpur,AS
9770,Gojariya,GJ
1556,Gokak,KA
1557,Gokarna,KA
7314,Gokarna Bus Stand,KA
1558,Gokarna Cross,KA
23,Gokavaram,AP
8930,GokharVala,GJ
9585,Gola,UP
7760,Golgera,KA
3619,Goliangadi,KA
1272,Gollalakoderu,AP
313,Gollapalem,AP
5959,Gollaprolu,AP
3592,Gollapudi,AP
10091,Gollavilli,AP
4593,Golu Ka Mor,
1559,Gomti,UP
4594,Gomti Chauraha,UP
2387,Gonda,UP
1560,Gondal,GJ
5818,Gondal (By Pass),GJ
8105,Gondavle,MH
4596,Gondia,MH
10132,Gonegandla,AP
3934,Gonikoppa,KA
7316,Gonikoppalu,KA
1119,Gooty,AP
7317,Gopal Swamy Betta,KA
4078,Gopalapuram East Godavari Dist.,AP
489,Gopalapuram West Godavari Dist.,AP
4597,Gopalganj,BR
4079,Gopavaram,AP
1561,Gopichettipalayam,TN
8931,Gopnath,GJ
368,Gorakhpur,UP
1204,Gorantla,AP
8932,Gordaka,GJ
4600,Goregaon,MH
9372,Gorihar,MP
504,Gouripatnam,AP
3848,Govada,AP
7319,Gowribidanur,KA
4601,Gozaria,GJ
7320,Gubbi,KA
7090,Guda,UP
5986,Guda Malani,RJ
9205,Gudalur - Cumbum TN,TN
3888,Gudalur-Ooty,TN
3849,Gudavalli,AP
7321,Guddapur,MH
1563,Guddeangadi,KA
1564,Gudhshisha,GJ
9763,Gudihatnur,TG
83,Gudivada,AP
7322,Gudiyatam,TN
9567,Gudur(Karnataka),KA
85,Guduru (By-Pass),AP
9216,Guduru (Krishna District),AP
10,Guduru (Nellore District),AP
8381,Guhaghar,MH
1115,Guindy,TN
1567,Gulabpura,RJ
1167,Gulbarga,KA
1568,Guledgudda,KA
3551,Gullapura,TN
4605,Gumla,JH
4606,Gummidipundi,TN
9839,Gumuda,OR
252,Guna,MP
8933,Gundala,GJ
2363,Gundalpet,KA
2717,Gundlupet,KA
7324,Gundlupet Ka Ke Border,TN
9136,Gundran,GJ
4082,Gundugulanu,AP
4607,Gundya,KA
9373,Gunour,MP
792,Guntakal,AP
7325,Gunthakal Ap Ka Border,KL
15,Guntur,AP
2480,Guntur Bye-Pass,AP
9800,Gunupur,OR
7757,Guramkonda,AP
9576,Gurazala,AP
2719,Gurdaspur,PB
364,Gurgaon,HR
10215,Gurlapur Cross,KA
7326,Gurumitkal,KA
3483,Gurupur,KA
1571,Gurupura,KA
1573,Guruvayankere,KA
967,Guruvayoor,KL
4083,Guruvayyapalem,AP
3836,Guruvyapalem,KA
7327,Guttal,KA
7328,Gutti,KA
7329,Guttigar,KA
4609,Guwahati,AS
4610,Gwala,JH
240,Gwalior,MP
7330,H.d.kote,KA
5777,Haathkhamba,KA
4611,Hadgaon,MH
9475,Hadida,GJ
7331,Hadinbal,KA
8484,Hadshi - Tamhini Ghat Tour,MH
8505,Haflong,AS
1576,Hagaribommanahalli,KA
8498,Hailakandi,AS
4612,Hajipur,BR
9137,Hajipur Patiya,BR
8934,HajiraDhar,GJ
1577,Haladi,KA
7333,Halageri,KA
406,Haldwani,UT
4616,Haleangady,KA
7334,Halebeedu,KA
4615,Halekatte,KA
4616,Haleyangadi,KA
1578,Haliyal,KA
4617,Halol,GJ
2722,Halvad,GJ
9431,Hamirpur,HP
1579,Hampi,KA
7336,Hanagal,KA
846,Hanmakonda,TG
7337,Hanmasagar,KA
7338,Hansbhavi,KA
6236,Hansi,HR
131,Hanuman Junction,AP
2724,Hanumangadh,RJ
4618,Hanumangarh Jn,RJ
4621,Hanumasagar,MP
7339,Hanur,KA
420,Hapur,UP
8935,Harankhed Phata,MH
1580,Harapanahalli,KA
4624,Harchowal,PB
4625,Harda(mp),MP
2344,Hardoi,UP
397,Haridwar,UT
2726,Haridwar Rishikesh tour,UT
1581,Harihara,KA
3330,Hariharapura,KA
8382,Harihareshwar,MH
4626,Harij,GJ
968,Haripad,KL
8936,Haripar,GJ
9486,Haripura,RJ
8400,Harishchandragad,MH
1582,Harkur Cross,MH
1583,Harmannu,KA
8418,Harne,MH
3517,Harogolige,KA
9138,Harshad Mandir,GJ
6129,Harsol (GJ),GJ
7341,Harugeri,KA
7342,Harugeri Cross,KA
2727,Harur,TN
7343,Hasanur,TN
1584,Hassan,KA
4627,Hata,UP
1585,Hathgoan,UP
4628,Hathgoan(bypass),UP
8937,Hathigadh,GJ
4629,Hathkhamba,MH
380,Hathras,UP
10024,Hativale,MH
4631,Hatkanangale,MH
4632,Hatkhamba,MH
10015,Hattargi,KA
7344,Havasa,
1586,Haveri,KA
4633,Haveri Bypass,KA
9139,Havtad,GJ
4634,Hazaribagh,JH
10273,Hazipur-Donabanda,TG
1587,Hebri,KA
2730,Hedvi,MH
10136,Heerapur(Madhya Pradesh),MP
7345,Heggodu-sagar,KA
7346,Heggodu-thirtahalli,KA
10061,Hejamadi,KA
9356,Helapuri,AP
8938,Hemal,GJ
3304,Hemmadi,KA
8322,Heriyadka,KA
4635,Herur,KA
10217,Hidkal,KA
4636,Hili,WB
1590,Himmatnagar,GJ
10016,Hindalga,KA
4637,Hindon,RJ
1075,Hindupur,AP
9578,Hindupur By pass,AP
4638,Hinganghat,MH
109,Hingoli,MH
7347,Hipparagi,KA
9801,Hirakud,OR
9765,Hiramandalam,AP
7348,Hirekerur,KA
7349,Hirisave,KA
1591,Hiriyadka,KA
1592,Hiriyur,KA
2733,Hisar,HR
4639,Hiwara Ashram,MH
9660,Hiwarkhed,MH
7350,Hodalkre,
7351,Hogenekal Falls,TN
3714,Holalkere,KA
7352,Holenarasipura,KA
4640,Hombadi,
1593,Honnali,KA
1594,Honnavar,KA
7353,Hoovinahippargi,KA
2734,Horanadu,KA
7354,Horti,KA
7355,Hosadurga,KA
7356,Hosakoppa,KA
7357,Hosakote,KA
10139,Hosanadu,KA
4642,Hosanagar,KA
4643,Hosangabaad,MP
1596,Hosangadi,KA
1061,Hosapete,KA
1597,Hoshiarpur,PB
4646,Hosmar,KA
1061,Hospet,KA
3262,Hospet(Bye pass),KA
533,Hosur,TN
898,Hubballi,KA
898,Hubli,KA
3503,Hubli Byepass,KA
7358,Hubli Jogfalls Package,KA
7359,Huddkari,KA
7360,Hukkeri,KA
7361,Huli Koppa,KA
7362,Hulikal,KA
7363,Huliyuru,KA
2735,Humcha,KA
157,Humnabad,KA
7364,Hunagund,KA
7857,Huncha,
7365,Hundimal,KA
1599,Hungund,KA
7366,Hunsagi,KA
4649,Hunsemakki,KA
3533,Hunsur,KA
4022,Hutti,KA
4650,Huvinahadagali,KA
8725,Huzurabad,TG
8724,Huzurnagar,TG
3,Hyderabad,TG
4651,Hyderabad Airport,TG
3593,Ibrahimpatnam,AP
8717,Ibtandur,TG
4652,Icchapur,WB
7158,Icchapuram,AP
1098,Ichalkaranji,MH
8716,Ichoda,TG
9920,Idagunji,KA
8847,Idaikal,TN
1603,Idar,GJ
9394,Idayamelur,TN
10113,Idinthakarai,TN
7835,Idupulapaaya,AP
10250,Igatpuri,MH
4653,Iit Pawai,MH
7762,Ijeri,KA
4654,Ilayangudi,TN
1604,Ilkal,KA
2737,Ilkal By Pass,KA
8578,Illandu,TG
8494,Impal,MN
7369,Inamhongal,KA
9622,Inana,RJ
7370,Inchal,KA
7371,Inchalakaranji,MH
1241,Indapur,MH
1606,Indi,KA
100,Indore,MP
8715,Indravathi,CT
8718,Indrevalli,TG
2739,Ingorala,GJ
9140,Ingorala - Dand,GJ
10027,inguli,MH
9998,Inhauna,UP
512,Injamuru,AP
9728,Injaram(Yanam),AP
54,Inkollu,AP
10112,INS Kattabomman,TN
4655,Irbailu,
969,Irinjalakuda,KL
1607,Iritty,KL
2740,Irrikkur,KL
180,Islampur,BR
7373,Itagi,KA
8337,Itanagar,AR
4657,Itarsi,MP
4658,Itawa,MP
9325,Itempudi,AP
10114,Ittamozhi,TN
7374,J P Nagar (mys),KA
10288,Jabal,GJ
1609,Jabalpur,MP
4659,Jabhuwa,MP
7375,Jadcharla,TG
9991,Jade,KA
1610,Jadkal,KA
9141,Jadra,HR
4660,Jafrabad,GJ
8719,Jagadalpur,CT
4661,Jagadapattinam,TN
7376,Jagalur,KA
2309,Jagannadhagiri,AP
500,Jagannapeta,AP
4662,Jagat,RJ
8579,Jaggaiahpet,AP
30,Jaggampet,AP
1613,Jagityal,TG
4663,Jagrawa,PB
8344,Jagun,AS
10164,Jahoo,HP
10169,Jahu(Himachal Pradesh),HP
8433,Jaigad,MH
10081,Jainath(Adilabad),TG
241,Jaipur,RJ
10213,Jaipur (Telangana),TG
2746,Jaipur Ajmer Pushkar Tour,RJ
7776,Jaipur Darshan,RJ
3331,Jaipur Karnataka,RJ
7716,Jaipuram,RJ
2748,Jaisalmer,RJ
1615,Jaisinghpur,HP
2761,Jaisingpur,MH
4664,Jaitaran,RJ
4665,Jaitpur,DL
4666,Jakadevi,MH
7377,Jakkanahalli,KA
230,Jakkaram,AP
7378,Jaladarshini,KA
2750,Jalandhar,PB
4667,Jalansar,PB
7379,Jalasoor,KA
4668,Jalavad,MH
244,Jalgaon,MH
2751,jaliya,PB
3287,Jallandhar Byepass,PB
10041,Jalluru (E Godavari),AP
715,Jalna,MH
10218,Jalna ByPass,MH
1618,Jalor,RJ
9306,Jamal,RJ
4669,Jamb,
8939,Jambhuldhaba,MH
7381,Jamboti,KA
8520,Jambusar,GJ
2753,Jamjodhpur,GJ
4670,Jamkandona,GJ
1620,Jamkhambhalia,GJ
1621,Jamkhandi,KA
4673,Jamkhed,MH
1139,Jammalamadugu,AP
1622,Jammu,JK
893,Jammulapalem,AP
1329,Jamnagar,GJ
4675,Jamner,MH
5805,Jampani,AP
4676,Jamraval,GJ
1623,Jamshedpur,JH
5869,Jamshedpur Tata,JH
9746,Jamvada,GJ
8940,Jamvala,GJ
9674,Jamvali,GJ
4678,Jandiala,PB
9429,Jangal Beri,HP
10150,Jangaon Bypass,TG
48,Jangareddy Gudem,AP
529,Jangareddy Gudem (Bye Pass),AP
8720,Jangoan,TG
9445,Janjheli,HP
8448,Janjira,MH
1624,Jannal,TN
8721,Jannaram,TG
4679,Jaora,MP
8722,Jarugumalli,AP
9713,Jasapar,GJ
4680,Jasawant Nagar,UP
2756,Jasdan,GJ
4681,Jashpur,CT
4682,Jasma,KA
4683,Jasnagar,GJ
9621,Jasnagar Rajastan,RJ
6356,Jasol,RJ
4684,Jaspur,CT
9440,Jassur,HP
7060,Jaswantpura,RJ
7382,Jath(Sangli),MH
9841,Jatni,OR
322,Jaunpur,UP
7383,Javagal,KA
6793,Javaja,RJ
8941,Javra,UP
6513,Jawal,RJ
2758,Jawala Ji,HP
9452,Jawali,HP
10251,Jawhar,MH
4685,Jawra,MP
4686,Jayal,RJ
2759,Jayankondam,TN
2761,Jaysingpur,MH
1121,Jeelugumilli,AP
8434,Jejuri,MH
9467,Jeori,HP
4687,Jetalsar,GJ
8942,Jetalvad,GJ
1626,Jetpur,GJ
1627,Jewargi,KA
4688,Jeypore,OR
10079,Jhajjar,HR
9468,Jhakhari,UT
4689,Jhalap,CT
1630,Jhalawar,RJ
10219,Jhalki(Karnataka),KA
2764,Jhalod,RJ
1631,Jhalrapatan,RJ
9449,Jhandutta,HP
336,Jhansi,UP
4690,Jharsuguda,OR
4691,Jhawara,MP
2765,Jhunjhunu,RJ
7384,Jijori,KA
4692,Jikyali,GJ
9590,Jillellamudi,AP
2766,Jim Corbett National Park,DL
1632,Jindal,RJ
5819,Jindal Co. (Mundra),KA
1633,Jindal Power,CT
1635,Jintur,MH
6873,Jivana,MH
9690,Jivapar,GJ
1636,Jodhpur,RJ
4024,Jog falls,KA
4694,Jogbani,BR
4695,Jogeshwari,MH
1637,Jogfalls,KA
9453,Joginder Nagar,HP
7385,Joida,KA
8513,Jonai,AS
2307,Jonnada,AP
4696,Jorhat,AS
9217,Jujjavaram,AP
8723,Julurupadu,TG
2767,Julwania,MP
9701,Juna Pipaliya,GJ
9702,Juna Savar,GJ
1638,Junagadh,GJ
3670,Jungle Safari,MP
9680,Junwane,MH
80,Juvvalapalem,AP
4697,K R Nagar,KA
4025,K.R.Pet,KA
7387,Kaanur,KL
9565,Kaattuputhur,TN
4700,Kaaylpattinam,TN
8943,Kacharadi,GJ
4701,Kada,MH
7388,Kadaba,KA
1639,Kadaiyanallur,TN
1640,Kadaladi,TN
901,Kadamanchali,AP
7389,Kadanga,KA
10143,Kadanur,KA
13,Kadapa,AP
2306,Kadapa (By Pass),AP
1641,Kadara,KA
7828,Kadayam,TN
4702,Kadayanallur,TN
708,Kadganchi,KA
654,Kadhiri,AP
4703,Kadi,GJ
654,Kadiri,AP
288,Kadiyam,AP
10278,Kadiyapulanka,AP
756,Kadodara,GJ
2770,Kadugli,KA
2771,Kadur,KA
3880,Kaduthuruthy,KL
1326,Kagal,MH
7390,Kagal Ka Mh Border,KA
10021,Kagani,MH
7391,Kagawad,KA
9974,Kagaznagar,TG
7392,Kaggodu,
4704,Kagwad,BR
7393,Kagwad Ka Mh Border,KA
1646,Kaiga,KA
8844,Kaij,MH
4705,Kaikaati,TN
93,kaikaluru,AP
1647,Kaikamba,KA
310,Kaikaram,AP
1648,Kaikatti,TN
9676,Kajgaon,MH
1087,Kakani,AP
9380,Kakani By Pass,AP
8232,Kakapalayam,TN
21,Kakinada,AP
10141,Kakkabe,KA
9852,Kakkad,KL
9985,Kakkanad,KL
9501,Kakkavayal,KL
4706,Kakodi,UP
1649,Kakroli,HR
9457,Kala Amb,HP
1167,Kalaburagi,KA
2772,Kalachal,KL
7394,Kaladagi,KA
8311,Kaladaka,KA
4708,Kaladi,KL
979,kalady,KL
663,Kalahasthi,AP
7163,Kalahasti By Pass,AP
4709,Kalaiyarkovil,TN
4710,Kalakad Tn,TN
2774,Kalakada,AP
970,Kalamassery,KL
1651,Kalamb,MH
4712,Kalamboli,MH
5820,kalamboli (Panvel),MH
8897,Kalana,UP
4713,Kalandri,RJ
4714,Kalappanaicken Patti,TN
2776,Kalasa,KA
2483,Kalasapadu,AP
7949,Kalasipaliyam,KA
4715,Kalavad,GJ
9975,kaleshwaram,TG
4716,Kalewadi Fata,MH
2778,Kaleyakavelai,TN
3552,Kalghatgi,KA
2779,Kaliakkavilai,TN
81,Kalidindi,AP
40,Kaligiri,AP
4717,Kalikavu,KL
1165,Kalikiri,KA
9983,Kalikkadavu,KL
2279,Kalikkavilai,TN
9789,Kalimela,OR
2780,Kalinda,DL
9726,Kalinjara(Rajasthan),RJ
4719,Kalka,HR
7395,Kalkurchi,TN
134,Kalla,AP
8895,Kallachi,KL
4707,Kalladka,KA
8196,Kallady,KL
2781,Kallakurichi,TN
135,Kallakuru,AP
1655,Kallal,TN
9086,Kallambalam,KL
1656,Kallidaikurichi,TN
9358,Kalligudi,TN
2782,Kallikandy,KL
988,Kallissery,KL
10220,Kalloli(Karnataka),KA
9248,Kalloorani,TN
3858,Kallor,
1657,Kallupatti,TN
9319,Kallur Kerala,KL
2783,Kalluru (Andhra Pradesh),TG
8585,Kalluru (Telangana),AP
7396,Kalmane,KA
2784,Kaloda,RJ
2785,Kalol,GJ
4721,Kalol Chokdi,GJ
2786,Kaloor,KL
4722,Kalpa,HP
2787,Kalpakam,TN
928,Kalpetta,KL
8944,Kalsari,GJ
9491,Kalugasalapuram,TN
8586,Kalvakurthy,TG
4724,Kalwa,MH
749,Kalyan,MH
4725,Kalyan(naka),MH
8556,Kalyandurgam,AP
4008,Kalyanpura,RJ
8587,Kamalapuram,AP
4726,Kamanayakkanpatti,TN
161,Kamareddy,TG
4727,Kamargoan,AS
2788,Kamatagi,KA
903,Kamavarapukota,AP
4728,Kambada Koni,RJ
1658,Kambadakone,KA
9878,Kambadur,AP
9684,Kamepalli (Prakasam Dist.),AP
2789,Kamera Gadh,TN
706,Kamlapur,UP
4729,Kamli Gath,RJ
2790,Kamligadh,MH
4730,Kamliwada,GJ
7397,Kammakandriga,AP
3300,Kammardi,KA
1659,Kammarpally,TG
4731,Kamothe,MH
2479,Kampli,KA
692,Kamrej,MH
4732,Kamrej (gj),GJ
5821,Kamrej (Surat),GJ
4733,Kamudi,TN
9510,Kamudi Vilakku,TN
4734,Kanadukathan,TN
7398,Kanakagiri,KA
7399,Kanakapura,KA
2794,Kanangad,KL
9572,Kanaparthi,TG
6467,Kanba (RJ),RJ
9315,Kanbha-Gujarat,GJ
3645,Kanchi Mahabalipuram,TN
3646,Kanchi Mahabalipuram Chennai,TN
7901,Kanchikacherla,AP
849,Kanchipuram,TN
4735,Kanchipuram Byepass,TN
3279,Kanchipuram VLgate,TN
1662,Kandalur,TN
